Order ID,Order Number,Order Created At,Customer ID,Line Items,Billing Address Country,Net (USD)
696829,#696829,1/6/22 13:47,494361,KodeKloud Monthly Subscription x1,US,17.5
696847,#696847,1/6/22 14:09,208029,KodeKloud Professional Yearly x1,US,228
696859,#696859,1/6/22 14:11,225129,KodeKloud Monthly Subscription x1,IN,6.44
696868,#696868,1/6/22 14:13,521151,KodeKloud Monthly Subscription x1,PK,5.05
696892,#696892,1/6/22 14:26,653704,KodeKloud Professional Yearly x1,IN,77.2
696907,#696907,1/6/22 14:35,603453,KodeKloud Professional Yearly x1,IN,69.47
696913,#696913,1/6/22 14:38,494595,KodeKloud Professional Monthly x1,RO,35
696916,#696916,1/6/22 14:38,415085,KodeKloud Professional Yearly x1,IN,38.59
696931,#696931,1/6/22 14:47,343406,KodeKloud Monthly Subscription x1,IN,6.44
696934,#696934,1/6/22 14:48,646537,KodeKloud Yearly Subscription x1,IN,38.59
696943,#696943,1/6/22 14:49,190803,KodeKloud Professional Yearly x1,IN,77.2
696949,#696949,1/6/22 14:51,120914,KodeKloud Monthly Subscription x1,ZA,17.5
696958,#696958,1/6/22 14:56,40186,KodeKloud Yearly Subscription x1,IN,38.62
696991,#696991,1/6/22 15:08,294249,KodeKloud Monthly Subscription x1,IN,6.44
697000,#697000,1/6/22 15:09,450371,KodeKloud Monthly Subscription x1,,12.89
697006,#697006,1/6/22 15:21,540546,KodeKloud Monthly Subscription x1,IN,6.44
697024,#697024,1/6/22 15:37,550443,KodeKloud Professional Yearly x1,IN,77.24
697057,#697057,1/6/22 15:48,481077,KodeKloud Professional Monthly x1,GB,44.09
697063,#697063,1/6/22 15:50,450431,KodeKloud Professional Monthly x1,,25.77
697069,#697069,1/6/22 15:54,272577,KodeKloud Monthly Subscription x1,IN,6.44
697081,#697081,1/6/22 16:05,414326,KodeKloud Yearly Subscription x1,GE,114
697096,#697096,1/6/22 16:14,242226,KodeKloud Monthly Subscription x1,IN,6.44
697105,#697105,1/6/22 16:18,283410,KodeKloud Monthly Subscription x1,RO,17.5
697108,#697108,1/6/22 16:18,43825,KodeKloud Yearly Subscription x1,ZA,114
697117,#697117,1/6/22 16:22,538224,KodeKloud Professional Monthly x1,UA,35
697120,#697120,1/6/22 16:22,653878,KodeKloud Professional Monthly x1,IN,12.89
697135,#697135,1/6/22 16:27,653875,KodeKloud Professional Yearly x1,IN,77.24
697144,#697144,1/6/22 16:32,533814,KodeKloud Monthly Subscription x1,US,17.5
697150,#697150,1/6/22 16:36,653860,KodeKloud Yearly Subscription x1,IN,38.61
697156,#697156,1/6/22 16:37,343076,KodeKloud Professional Monthly x1,TR,35
697168,#697168,1/6/22 16:41,17869,KodeKloud Professional Monthly x1,IN,12.88
697174,#697174,1/6/22 16:41,214311,KodeKloud Monthly Subscription x1,PL,17.5
697180,#697180,1/6/22 16:43,#N/A,KodeKloud Monthly Subscription x1,GB,22.04
697213,#697213,1/6/22 17:04,619988,KodeKloud Professional Yearly x1,IN,69.52
697231,#697231,1/6/22 17:11,543582,KodeKloud Monthly Subscription x1,PL,17.5
697234,#697234,1/6/22 17:13,637399,KodeKloud Professional Yearly x1,BD,67.43
697246,#697246,1/6/22 17:25,185256,KodeKloud Monthly Subscription x1,SA,17.5
697261,#697261,1/6/22 17:34,85618,KodeKloud Monthly Subscription x1,IN,6.44
697264,#697264,1/6/22 17:35,252273,KodeKloud Monthly Subscription x1,IN,6.44
697270,#697270,1/6/22 17:36,513444,KodeKloud Professional Yearly x1,IN,77.24
697276,#697276,1/6/22 17:37,643069,KodeKloud Yearly Subscription x1,BD,33.71
697324,#697324,1/6/22 17:57,642298,KodeKloud Professional Monthly x1,IN,12.89
697360,#697360,1/6/22 18:35,653725,KodeKloud Yearly Subscription x1,PK,30.28
697369,#697369,1/6/22 18:40,1963,KodeKloud Monthly Subscription x1,ES,18.77
697375,#697375,1/6/22 18:41,264933,KodeKloud Professional Yearly x1,US,228
697390,#697390,1/6/22 18:46,301500,KodeKloud Yearly Subscription x1,PK,30.28
697396,#697396,1/6/22 18:47,150639,KodeKloud Monthly Subscription x1,PK,2.53
697399,#697399,1/6/22 18:50,495558,KodeKloud Monthly Subscription x1,IN,6.44
697414,#697414,1/6/22 18:56,654106,KodeKloud Professional Yearly x1,US,228
697426,#697426,1/6/22 18:58,#N/A,KodeKloud Monthly Subscription x1,US,17.5
697465,#697465,1/6/22 19:17,654136,KodeKloud Yearly Subscription x1,IL,114
697471,#697471,1/6/22 19:17,278775,KodeKloud Monthly Subscription x1,IN,6.44
697474,#697474,1/6/22 19:18,654145,KodeKloud Yearly Subscription x1,IL,114
697480,#697480,1/6/22 19:18,654148,KodeKloud Yearly Subscription x1,IL,114
697486,#697486,1/6/22 19:18,654121,KodeKloud Monthly Subscription x1,IN,6.44
697507,#697507,1/6/22 19:22,654091,KodeKloud Professional Yearly x1,TR,228
697513,#697513,1/6/22 19:26,654130,KodeKloud Monthly Subscription x1,AT,18.76
697519,#697519,1/6/22 19:27,654160,KodeKloud Professional Monthly x1,IN,12.89
697591,#697591,1/6/22 19:51,654211,KodeKloud Professional Monthly x1,BD,11.25
697612,#697612,1/6/22 19:58,654238,KodeKloud Yearly Subscription x1,GB,143.33
697627,#697627,1/6/22 20:06,123323,KodeKloud Monthly Subscription x1,IN,6.44
697642,#697642,1/6/22 20:17,654271,KodeKloud Professional Yearly x1,GB,285.4
697657,#697657,1/6/22 20:22,346874,KodeKloud Professional Monthly x1,MX,35
697660,#697660,1/6/22 20:22,33268,KodeKloud Monthly Subscription x1,MA,17.5
697663,#697663,1/6/22 20:25,654292,KodeKloud Professional Yearly x1,KR,228
697672,#697672,1/6/22 20:30,537333,KodeKloud Yearly Subscription x1,IN,38.63
697678,#697678,1/6/22 20:30,168906,KodeKloud Monthly Subscription x1,IN,6.44
697684,#697684,1/6/22 20:30,346361,KodeKloud Professional Monthly x1,IN,12.89
697705,#697705,1/6/22 20:35,243825,KodeKloud Monthly Subscription x1,IN,6.44
697708,#697708,1/6/22 20:38,5857,KodeKloud Monthly Subscription x1,IN,6.44
697717,#697717,1/6/22 20:38,638431,KodeKloud Monthly Subscription x1,IN,6.44
697729,#697729,1/6/22 20:39,147615,KodeKloud Yearly Subscription x1,IN,38.63
697750,#697750,1/6/22 20:54,225657,KodeKloud Professional Monthly x1,PL,35
697762,#697762,1/6/22 20:57,#N/A,KodeKloud Professional Monthly x1,IE,37.48
697768,#697768,1/6/22 20:58,184260,KodeKloud Monthly Subscription x1,US,35
697783,#697783,1/6/22 21:04,654364,KodeKloud Professional Yearly x1,IN,77.31
697807,#697807,1/6/22 21:13,654400,KodeKloud Professional Yearly x1,FR,244.55
697837,#697837,1/6/22 21:24,40615,KodeKloud Monthly Subscription x1,ES,18.77
697846,#697846,1/6/22 21:28,352340,KodeKloud Professional Monthly x1,IN,12.87
697858,#697858,1/6/22 21:29,654427,KodeKloud Professional Monthly x1,US,35
697882,#697882,1/6/22 21:35,476874,KodeKloud Yearly Subscription x1,US,114
697906,#697906,1/6/22 21:50,262005,KodeKloud Monthly Subscription x1,US,17.5
697924,#697924,1/6/22 22:00,209190,KodeKloud Monthly Subscription x1,US,17.5
697936,#697936,1/6/22 22:03,545655,KodeKloud Monthly Subscription x1,IN,6.45
697939,#697939,1/6/22 22:03,327549,KodeKloud Monthly Subscription x1,GB,21.94
697942,#697942,1/6/22 22:04,546897,KodeKloud Monthly Subscription x1,GB,21.94
697972,#697972,1/6/22 22:24,388496,KodeKloud Professional Yearly x1,IL,228
697987,#697987,1/6/22 22:35,345767,KodeKloud Professional Monthly x1,DE,37.48
697996,#697996,1/6/22 22:37,395174,KodeKloud Professional Yearly x1,US,228
698002,#698002,1/6/22 22:38,211257,KodeKloud Monthly Subscription x1,US,17.5
698005,#698005,1/6/22 22:38,654517,KodeKloud Yearly Subscription x1,US,114
698014,#698014,1/6/22 22:43,262248,KodeKloud Monthly Subscription x1,SG,17.5
698017,#698017,1/6/22 22:44,654508,KodeKloud Monthly Subscription x1,US,17.5
698023,#698023,1/6/22 22:45,654538,KodeKloud Professional Yearly x1,US,228
698029,#698029,1/6/22 22:45,255699,KodeKloud Monthly Subscription x1,SG,35
698032,#698032,1/6/22 22:47,647494,KodeKloud Monthly Subscription x1,IN,6.45
698038,#698038,1/6/22 22:47,654487,KodeKloud Yearly Subscription x1,IN,38.64
698059,#698059,1/6/22 22:58,600408,KodeKloud Professional Monthly x1,IN,19.31
698062,#698062,1/6/22 22:59,262281,KodeKloud Monthly Subscription x1,US,17.5
698086,#698086,1/6/22 23:12,500313,KodeKloud Monthly Subscription x1,NG,6
698089,#698089,1/6/22 23:13,5857,KodeKloud Professional Monthly x1,IN,6.44
698101,#698101,1/6/22 23:25,622721,KodeKloud Monthly Subscription x1,IN,6.44
698116,#698116,1/6/22 23:29,212997,KodeKloud Monthly Subscription x1,US,17.5
698131,#698131,1/6/22 23:36,654604,KodeKloud Professional Monthly x1,US,35
698152,#698152,1/6/22 23:39,485532,KodeKloud Monthly Subscription x1,IN,6.44
698173,#698173,1/6/22 23:48,654625,KodeKloud Professional Monthly x1,IN,12.89
698179,#698179,1/6/22 23:52,307419,KodeKloud Monthly Subscription x1,US,17.5
698191,#698191,1/6/22 23:58,546777,KodeKloud Professional Monthly x1,BG,35
698203,#698203,2/6/22 0:09,39364,KodeKloud Monthly Subscription x1,US,17.5
698209,#698209,2/6/22 0:10,123128,KodeKloud Monthly Subscription x1,IN,6.44
698230,#698230,2/6/22 0:18,536397,KodeKloud Monthly Subscription x1,GB,21.82
698245,#698245,2/6/22 0:27,654673,KodeKloud Professional Yearly x1,NG,114
698263,#698263,2/6/22 0:35,175227,KodeKloud Monthly Subscription x1,US,17.5
698317,#698317,2/6/22 1:10,136539,KodeKloud Professional Yearly x1,IN,69.47
698338,#698338,2/6/22 1:29,410378,KodeKloud Monthly Subscription x1,IN,6.44
698344,#698344,2/6/22 1:31,652393,KodeKloud Professional Yearly x1,IN,77.19
698353,#698353,2/6/22 1:34,110417,KodeKloud Monthly Subscription x1,US,17.5
698359,#698359,2/6/22 1:36,451379,KodeKloud Monthly Subscription x1,US,35
698377,#698377,2/6/22 1:44,547269,KodeKloud Monthly Subscription x1,US,17.5
698395,#698395,2/6/22 1:56,654832,KodeKloud Monthly Subscription x1,US,17.5
698407,#698407,2/6/22 1:57,154071,KodeKloud Professional Yearly x1,US,228
698422,#698422,2/6/22 2:09,50791,KodeKloud Monthly Subscription x1,US,35
698440,#698440,2/6/22 2:17,574052,KodeKloud Professional Yearly x1,IN,77.19
698446,#698446,2/6/22 2:17,447938,KodeKloud Monthly Subscription x1,US,17.5
698461,#698461,2/6/22 2:26,634532,KodeKloud Professional Yearly x1,IN,77.19
698479,#698479,2/6/22 2:39,654895,KodeKloud Professional Monthly x1,GB,43.73
698494,#698494,2/6/22 2:55,442502,KodeKloud Professional Monthly x1,CY,74.56
698503,#698503,2/6/22 2:58,649825,KodeKloud Professional Monthly x1,IN,12.88
698515,#698515,2/6/22 3:07,288366,KodeKloud Yearly Subscription x1,US,114
698539,#698539,2/6/22 3:18,538722,KodeKloud Monthly Subscription x1,US,17.5
698581,#698581,2/6/22 3:37,495723,KodeKloud Monthly Subscription x1,BR,20.76
698587,#698587,2/6/22 3:38,196485,KodeKloud Professional Monthly x1,US,35
698599,#698599,2/6/22 3:53,655003,KodeKloud Professional Yearly x1,NG,114
698614,#698614,2/6/22 4:01,655030,KodeKloud Monthly Subscription x1,LY,17.5
698620,#698620,2/6/22 4:02,307770,KodeKloud Monthly Subscription x1,US,17.5
698623,#698623,2/6/22 4:03,354893,KodeKloud Monthly Subscription x1,PL,17.5
698635,#698635,2/6/22 4:12,#N/A,KodeKloud Monthly Subscription x1,US,17.5
698644,#698644,2/6/22 4:17,507324,KodeKloud Professional Monthly x1,FR,37.27
698662,#698662,2/6/22 4:25,34498,KodeKloud Yearly Subscription x1,US,114
698665,#698665,2/6/22 4:26,655060,KodeKloud Professional Monthly x1,US,35
698689,#698689,2/6/22 5:08,655087,KodeKloud Yearly Subscription x1,US,114
698707,#698707,2/6/22 5:29,451628,KodeKloud Monthly Subscription x1,US,35
698728,#698728,2/6/22 5:48,130707,KodeKloud Monthly Subscription x1,IE,37.28
698740,#698740,2/6/22 6:02,354971,KodeKloud Monthly Subscription x1,US,17.5
698773,#698773,2/6/22 7:31,451139,KodeKloud Professional Monthly x1,US,70
698776,#698776,2/6/22 7:33,547527,KodeKloud Monthly Subscription x1,US,17.5
698779,#698779,2/6/22 7:33,655192,KodeKloud Monthly Subscription x1,US,17.5
698800,#698800,2/6/22 7:47,655204,KodeKloud Professional Monthly x1,US,35
698806,#698806,2/6/22 7:49,236235,KodeKloud Monthly Subscription x1,FR,18.64
698815,#698815,2/6/22 8:03,261093,KodeKloud Monthly Subscription x1,IN,6.44
698830,#698830,2/6/22 8:25,211995,KodeKloud Monthly Subscription x1,US,17.5
698833,#698833,2/6/22 8:31,151650,KodeKloud Monthly Subscription x1,US,17.5
698836,#698836,2/6/22 8:35,424973,KodeKloud Professional Yearly x1,AU,163.51
698869,#698869,2/6/22 9:32,654187,KodeKloud Professional Yearly x1,SG,228
698881,#698881,2/6/22 9:42,641254,KodeKloud Professional Yearly x1,SG,228
698887,#698887,2/6/22 9:45,146166,KodeKloud Monthly Subscription x1,US,17.5
698893,#698893,2/6/22 9:59,393914,KodeKloud Monthly Subscription x1,IN,12.88
698902,#698902,2/6/22 10:08,88783,KodeKloud Monthly Subscription x1,AE,17.5
698908,#698908,2/6/22 10:09,589673,KodeKloud Professional Yearly x1,SG,228
698914,#698914,2/6/22 10:10,98333,KodeKloud Monthly Subscription x1,US,35
698920,#698920,2/6/22 10:17,653422,KodeKloud Professional Yearly x1,BD,33.42
698938,#698938,2/6/22 10:36,655276,KodeKloud Yearly Subscription x1,CA,118.42
698950,#698950,2/6/22 11:00,347501,KodeKloud Professional Yearly x1,IN,69.41
698962,#698962,2/6/22 11:06,481278,KodeKloud Monthly Subscription x1,SG,35
698974,#698974,2/6/22 11:20,465320,KodeKloud Monthly Subscription x1,CA,19.33
698977,#698977,2/6/22 11:23,622076,KodeKloud Yearly Subscription x1,IN,34.7
698989,#698989,2/6/22 11:27,634945,KodeKloud Professional Yearly x1,CA,236.68
698995,#698995,2/6/22 11:28,#N/A,KodeKloud Professional Yearly x1,IN,77.12
699007,#699007,2/6/22 11:34,655336,KodeKloud Professional Monthly x1,IN,12.86
699013,#699013,2/6/22 11:39,646711,KodeKloud Professional Yearly x1,US,228
699043,#699043,2/6/22 11:42,655342,KodeKloud Yearly Subscription x1,US,102.6
699064,#699064,2/6/22 11:53,655354,KodeKloud Monthly Subscription x1,IN,6.43
699079,#699079,2/6/22 11:58,653608,KodeKloud Professional Yearly x1,IN,77.18
699085,#699085,2/6/22 12:03,14281,KodeKloud Professional Monthly x1,US,35
699091,#699091,2/6/22 12:04,299499,KodeKloud Monthly Subscription x1,IN,6.44
699100,#699100,2/6/22 12:06,655366,KodeKloud Monthly Subscription x1,IN,6.44
699109,#699109,2/6/22 12:07,655345,KodeKloud Professional Yearly x1,IN,77.18
699130,#699130,2/6/22 12:11,655387,KodeKloud Monthly Subscription x1,IN,6.44
